"country","city","variable","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","lon","lat"
"Hungary","Debrecen","Population, all ages, administrative data",336701,336146,335138,337484,336180,335034,333643,332219,330620,329418,327881,21.6254485,47.5288879
"Hungary","Miskolc","Population, all ages, administrative data",309212,305512,301994,303815,300916,297675,294409,291302,288591,285863,283319,20.7784384,48.1034775
"Hungary","Nyíregyháza","Population, all ages, administrative data",244786,242666,240530,244782,244062,243077,243501,243811,243371,241770,239433,21.7244053,47.9495324
"Hungary","Pécs","Population, all ages, administrative data",275253,274449,272844,265490,262868,260667,258664,256590,254911,253514,251411,18.232266,46.0727345
"Hungary","Székesfehérvár","Population, all ages, administrative data",272222,271584,270657,268068,267368,266289,265039,265303,263866,264032,264588,18.4221358,47.1860262
"Ireland","Cork","Population, all ages, administrative data",435296,441219,445728,448332,452432,456380,457034,459804,464656,468422,475104,-8.4756035,51.8985143
"Ireland","Dublin","Population, all ages, administrative data",1857556,1888581,1912011,1916767,1923670,1944094,1977752,2010222,2038604,2059989,2097973,-6.2603097,53.3498053
"Ireland","Galway","Population, all ages, administrative data",263182,267105,268533,268000,268993,268967,269408,271967,275184,277668,281692,-9.0512662,53.274001
"Ireland","Limerick","Population, all ages, administrative data",252926,255576,257674,259305,259835,260300,261114,261209,263035,265185,267259,-8.6267299,52.663839
"Italy","Bari","Population, all ages, administrative data",736755,739091,743082,744110,742618,742048,740110,738554,735548,732733,729385,16.8718715,41.1171432
"Italy","Bergamo","Population, all ages, administrative data",297688,300601,304071,306266,307698,308767,309190,308854,309667,310621,311530,9.6772698,45.6982642
"Italy","Bologna","Population, all ages, administrative data",740120,745689,751555,757067,763440,768452,771746,774845,779629,782174,786352,11.3426163,44.494887
"Italy","Brescia","Population, all ages, administrative data",459188,462319,467433,469775,471966,473147,474833,475011,474886,475520,477619,10.2118019,45.5415526
"Italy","Cagliari","Population, all ages, administrative data",480079,480995,482701,483229,484632,484385,484120,483228,482340,482065,480571,9.1216613,39.2238411
"Italy","Catania","Population, all ages, administrative data",627418,629723,632034,632832,635888,637667,639272,639107,638332,636688,635614,15.0830304,37.5078772
"Italy","Firenze","Population, all ages, administrative data",771428,778695,784161,787524,793980,798361,800216,800409,800856,798127,794659,11.2558136,43.7695604
"Italy","Genova","Population, all ages, administrative data",728713,727569,726581,724906,723189,718775,712178,706292,702621,697333,692806,8.946256,44.4056499
"Italy","Messina","Population, all ages, administrative data",280449,280206,280029,278658,277395,275739,273632,271122,269146,266025,263586,15.5542057,38.1937335
"Italy","Milano","Population, all ages, administrative data",4649799,4685565,4729430,4773850,4819398,4863917,4890401,4906011,4923213,4944728,4965808,9.189982,45.4642035
"Italy","Modena","Population, all ages, administrative data",351527,354836,358130,359945,363308,365171,366253,366941,367584,368945,372079,10.9252269,44.647128
"Italy","Napoli","Population, all ages, administrative data",3363535,3375065,3383881,3387791,3387169,3388403,3386894,3383416,3378194,3372586,3362207,14.26812,40.8517983
"Italy","Padova","Population, all ages, administrative data",514911,518795,522504,524689,527412,529412,531519,531422,531396,532964,534896,11.8767611,45.4064349
"Italy","Palermo","Population, all ages, administrative data",1002955,1005646,1010259,1012116,1014575,1016469,1016326,1013582,1011536,1006559,1001778,13.3614868,38.11569
"Italy","Parma","Population, all ages, administrative data",320613,323984,327683,330363,334165,337889,339995,342998,345479,347815,350090,10.3279036,44.801485
"Italy","Perugia","Population, all ages, administrative data",271541,274849,277579,278916,280714,281089,279678,279670,279667,278586,278497,12.3908279,43.1107168
"Italy","Prato","Population, all ages, administrative data",273753,275521,277016,276973,279862,281698,280843,281655,283049,283814,285191,11.102228,43.8777049
"Italy","Reggio nell'Emilia","Population, all ages, administrative data",270529,273389,276745,278684,281408,283303,282013,282791,283660,284126,284825,10.6296859,44.6989932
"Italy","Rimini","Population, all ages, administrative data",242002,244990,247785,248961,251693,253301,254253,254610,255972,256537,258100,12.5695158,44.0678288
"Italy","Roma","Population, all ages, administrative data",4031276,4076473,4117951,4155448,4221438,4266321,4289001,4309486,4326587,4331571,4335555,12.4963655,41.9027835
"Italy","Salerno","Population, all ages, administrative data",251401,251780,252620,253799,253542,252914,252365,251795,251384,250243,249450,14.7680961,40.6824408
"Italy","Taranto","Population, all ages, administrative data",419942,420954,420897,420688,419332,417959,416346,414201,411817,409340,406363,17.2470303,40.4643606
"Italy","Torino","Population, all ages, administrative data",1745955,1752635,1757139,1761032,1769154,1768945,1761691,1757245,1752546,1742605,1733674,7.686864,45.0703393
"Italy","Venezia","Population, all ages, administrative data",556821,558907,560348,560558,560695,560567,560345,559056,558248,557731,557748,12.3155151,45.4408474
"Italy","Verona","Population, all ages, administrative data",503405,504789,506003,507332,510330,511791,512470,512297,512423,513587,515613,10.9916215,45.4383842
"Japan","Akita","Population, all ages, administrative data",412096,408336,404200,399688,394800,389912,384573,380136,375624,370360,365472,140.1034795,39.7199668
"Japan","Aomori","Population, all ages, administrative data",318549,317163,314853,311850,308385,305151,302287,299145,296142,292908,289443,140.7473524,40.8222197
"Japan","Asahikawa","Population, all ages, administrative data",407518,407444,405964,404040,401894,399600,398386,396270,394050,391682,389166,142.3650083,43.7708833
"Japan","Ashikaga","Population, all ages, administrative data",234742,234936,234040,233064,232282,231500,230992,230373,229594,228661,227571,139.4497602,36.3401874
"Japan","Fuji","Population, all ages, administrative data",403905,401053,399323,397812,396509,394571,394112,392901,391910,390399,388877,-80.992685,34.970328
"Japan","Fujieda","Population, all ages, administrative data",466416,463095,461127,459405,457929,455715,455248,453870,452763,451041,449319,138.2575386,34.8673376
"Japan","Fukui","Population, all ages, administrative data",569640,568230,566115,563295,560475,556950,554906,552015,549900,547785,543555,136.219623,36.0641386
"Japan","Fukuoka","Population, all ages, administrative data",2656181,2665284,2668253,2670555,2672530,2672177,2677785,2682091,2686381,2689677,2690488,130.4016888,33.5901838
"Japan","Fukushima","Population, all ages, administrative data",463080,460583,451730,445374,441742,439245,434387,431981,428122,424263,420404,140.4747856,37.7607991
"Japan","Hachinohe","Population, all ages, administrative data",337387,335869,333347,330186,326595,323201,320261,316951,313754,310324,306661,141.4882743,40.5122055
"Japan","Hakodate","Population, all ages, administrative data",330420,330360,329160,327600,325860,324000,323016,321300,319500,317580,315540,140.7290599,41.7686961
"Japan","Hamamatsu","Population, all ages, administrative data",993504,986430,982238,978570,975426,970710,969714,966780,964422,960754,957086,137.7274159,34.7102752
"Japan","Himeji","Population, all ages, administrative data",725790,726440,725660,724230,722540,720330,719810,718380,716950,715130,713440,134.6855509,34.8154176
"Japan","Hiroshima","Population, all ages, administrative data",1477308,1476276,1473180,1469568,1465440,1461828,1468020,1465440,1461828,1457184,1451508,132.4553055,34.3852894
"Japan","Hitachi","Population, all ages, administrative data",313760,314820,313548,311958,310686,309414,309297,308460,307612,306552,305174,140.6504712,36.5991273
"Japan","Isesaki","Population, all ages, administrative data",379323,379512,378189,376488,374976,373464,372992,372141,371007,369873,368361,139.1965435,36.3118354
"Japan","Kagoshima","Population, all ages, administrative data",737856,736992,733968,730080,725760,720576,712282,707184,702432,697248,692064,130.5571392,31.5968539
"Japan","Kanazawa","Population, all ages, administrative data",750260,753480,750904,748972,746396,744464,743369,741244,739312,737380,733516,136.6520376,36.5597341
"Japan","Kitakyushu","Population, all ages, administrative data",1313780,1318720,1320540,1322100,1323400,1323660,1326754,1329380,1331980,1334060,1334840,130.8751773,33.8834976
"Japan","Kochi","Population, all ages, administrative data",542328,540912,536664,532416,527460,522504,515778,510468,505512,500556,494892,133.5312383,33.5588821
"Japan","Kofu","Population, all ages, administrative data",602565,599785,595615,592140,588665,584495,580464,577545,574070,570595,566425,138.5683001,35.662133
"Japan","Koriyama","Population, all ages, administrative data",536520,533627,523370,516006,511798,508905,503277,500489,496018,491547,487076,140.3596822,37.4004776
"Japan","Kumamoto","Population, all ages, administrative data",1188170,1190135,1187515,1183585,1179655,1175070,1170485,1162625,1157385,1152145,1145595,130.7079369,32.8032164
"Japan","Kurume","Population, all ages, administrative data",424452,426048,426636,427140,427560,427644,428644,429492,430332,431004,431256,130.5083557,33.3192356
"Japan","Kusatsu","Population, all ages, administrative data",373730,375326,376124,376390,376656,376656,375911,376124,376124,376124,376656,138.5960945,36.6207181
"Japan","Matsumoto","Population, all ages, administrative data",431800,430400,428400,426400,424400,421800,419960,418200,416400,414600,412200,137.9719897,36.2380434
"Japan","Matsuyama","Population, all ages, administrative data",654816,652536,648888,645240,640680,636120,631925,627912,623808,618792,613776,132.7653057,33.8393515
"Japan","Mito","Population, all ages, administrative data",713360,715770,712878,709263,706371,703479,703214,701310,699382,696972,693839,140.4713723,36.3658764
"Japan","Miyazaki","Population, all ages, administrative data",502608,503940,502164,499944,497280,494616,490354,487068,484404,481296,478188,131.4202196,31.9077285
"Japan","Morioka","Population, all ages, administrative data",489100,485450,479610,475595,472675,468660,467127,462820,457710,452600,447490,141.1543303,39.7019558
"Japan","Nagano","Population, all ages, administrative data",587248,585344,582624,579904,577184,573648,571146,568752,566304,563856,560592,138.1950371,36.6485258
"Japan","Nagasaki","Population, all ages, administrative data",663520,662128,657488,653312,648208,643104,639299,634288,628720,622224,615728,129.8778888,32.7503334
"Japan","Nagoya","Population, all ages, administrative data",8629428,8612690,8608254,8609348,8614982,8616902,8635498,8650478,8657090,8659086,8665306,136.9065571,35.1814506
"Japan","Naha","Population, all ages, administrative data",1174700,1184050,1190850,1197650,1202750,1207850,1218985,1225700,1230800,1235900,1242700,127.6790208,26.2125758
"Japan","Niigata","Population, all ages, administrative data",820410,819030,814890,809715,803850,797985,795259,788670,782115,774870,767280,139.0363708,37.9161244
"Japan","Numazu","Population, all ages, administrative data",561216,557220,554852,552780,551004,548340,547778,546120,544788,542716,540644,138.8635399,35.0956068
"Japan","Obihiro","Population, all ages, administrative data",269843,269794,268814,267540,266119,264600,263796,262395,260925,259357,257691,143.197199,42.9233354
"Japan","Oita","Population, all ages, administrative data",746875,748125,744375,740625,736250,731875,729188,725000,720000,714375,708750,131.6095148,33.2396084
"Japan","Okayama","Population, all ages, administrative data",1530296,1532660,1529508,1525568,1520840,1516112,1514694,1510596,1505868,1500352,1494836,133.919795,34.6555312
"Japan","Osaka","Population, all ages, administrative data",17072745,17155964,17139209,17113597,17082471,17043074,17030960,17014650,16994371,16967091,16947955,135.5022535,34.6937249
"Japan","Sapporo","Population, all ages, administrative data",2246856,2246448,2238288,2227680,2215848,2203200,2196509,2184840,2172600,2159544,2145672,141.3544506,43.0617713
"Japan","Sendai","Population, all ages, administrative data",1525408,1533244,1519531,1518225,1520184,1520184,1524233,1522796,1518878,1514960,1509736,140.869418,38.268195
"Japan","Shimonoseki","Population, all ages, administrative data",270630,269886,268212,266166,264120,261888,261330,259284,257052,254634,252402,130.9411759,33.9575297
"Japan","Shizuoka","Population, all ages, administrative data",720480,715350,712310,709650,707370,703950,703228,701100,699390,696730,694070,138.3826773,34.9755668
"Japan","Takamatsu","Population, all ages, administrative data",587412,585648,583296,581532,579180,576828,574358,572124,569184,566244,563304,134.0465405,34.342542
"Japan","Takasaki","Population, all ages, administrative data",1075963,1076622,1072943,1068192,1063980,1059782,1058504,1056177,1053041,1049903,1045705,139.0033576,36.3220692
"Japan","Tokushima","Population, all ages, administrative data",586227,583255,579540,576568,572110,567652,561782,557250,552792,546848,540904,134.5549537,34.0703652
"Japan","Tokyo","Population, all ages, administrative data",34877463,35406928,35460778,35487817,35573773,35698658,35898687,36095543,36269093,36440366,36609443,139.650027,35.6764225
"Japan","Toyama","Population, all ages, administrative data",603345,602243,599488,596182,592876,589570,587862,584611,581856,578550,574693,137.2137211,36.6958223
"Japan","Toyohashi","Population, all ages, administrative data",667620,666990,667440,668430,669870,670950,673569,675810,677520,678690,680130,137.3916837,34.7688528
"Japan","Utsunomiya","Population, all ages, administrative data",888658,889544,886000,882456,879798,877140,874792,872267,869166,865179,860749,139.8826209,36.5550745
"Japan","Wakayama","Population, all ages, administrative data",564248,563124,559190,555256,550198,545702,541712,537272,532776,528280,523222,135.1707405,34.2303678
"Japan","Yamagata","Population, all ages, administrative data",435051,431361,428409,425088,421029,417339,414387,411066,407007,402948,398520,140.3396175,38.2554153
"Japan","Yokkaichi","Population, all ages, administrative data",1082730,1074045,1069413,1065360,1061307,1056675,1051348,1047411,1042779,1038147,1032357,136.6244121,34.9651064
"Korea","Chuncheon","Population, all ages, administrative data",273743.8,266158,269019,270834,271677,272918,274618,277006,278274,278274,278660,127.7398952,37.8897796
"Korea","Dalseong","Population, all ages, administrative data",2469932.9,2488645,2486311,2484824,2483044,2477822,2471182,2466465,2460368,2449528,2431140,128.5089708,35.7322821
"Korea","Deokjin","Population, all ages, administrative data",735511.2,720706,724658,729050,732352,736542,741782,743658,742366,741588,742410,127.1120644,35.8581862
"Korea","Gimhae","Population, all ages, administrative data",4499312,4480826,4481041,4482500,4488328,4501965,4515105,4519437,4518743,4510286,4494889,128.8452281,35.2721355
"Korea","Gumi","Population, all ages, administrative data",534056.6,517168,524898,531474,535668,538500,539518,539716,539710,538422,535492,128.3555532,36.207309
"Korea","Gunsan","Population, all ages, administrative data",273246.6,268517,271692,274606,275936,275848,275886,275578,273893,271462,269048,126.7366293,35.9676772
"Korea","Gwangsan","Population, all ages, administrative data",1568992.6,1555726,1565408,1572449,1576513,1579116,1577627,1573334,1568664,1563034,1558055,126.7528769,35.1650242
"Korea","Gyeongsan","Population, all ages, administrative data",250280.4,237726,240552,243408,245948,249780,253819,255754,256965,258500,260352,128.8090748,35.8337972
"Korea","Heungdeok","Population, all ages, administrative data",857277.1,831612,843292,846934,854388,859678,862681,865584,868014,869409,871179,127.3691938,36.6469349
"Korea","Iksan","Population, all ages, administrative data",300823.3,305799,306228,305924,304369,303246,301014,299182,298310,295165,288996,126.9894962,36.0230799
"Korea","Jeju","Population, all ages, administrative data",446594.4,411780,416052,422470,430377,440168,450963,461552,470756,478282,483544,126.5311884,33.4996213
"Korea","Jinju","Population, all ages, administrative data",339118.5,332300,333192,334425,335278,336870,340594,343824,344980,344668,345054,128.1297905,35.205153
"Korea","Pohan","Population, all ages, administrative data",512901.8,510371,512571,514897,516198,516454,516500,515144,512290,508970,505623,129.3052666,36.0929227
"Korea","Sebuk","Population, all ages, administrative data",596330.7,547517,561118,573297,583074,591142,598312,607975,620816,634882,645174,127.1618233,36.8927021
"Korea","Seo","Population, all ages, administrative data",1500641.2,1487610,1497490,1508418,1517298,1521390,1514390,1505374,1497290,1485382,1471770,129.0148985,35.1030941
"Korea","Seongsan","Population, all ages, administrative data",1134749.1,1147959,1149900,1151044,1147627,1140461,1134491,1128894,1122067,1116190,1108858,128.6715497,35.1988494
"Korea","Seoul","Population, all ages, administrative data",23985532.8,23908754,24049953,24177845,24295988,24397844,24478302,23712048,23790863,23468191,23575540,126.9917937,37.5518911
"Korea","Suncheon","Population, all ages, administrative data",274922.9,270290,270923,271616,273396,275150,276683,277306,277621,278064,278180,127.3894958,34.9946567
"Korea","Ulsan","Population, all ages, administrative data",934873,919011,921582,928988,937767,944342,947480,948023,943388,933923,924226,129.2380554,35.5537228
"Korea","Wonju","Population, all ages, administrative data",327304.1,310036,315197,319833,321907,323654,327756,333030,337192,340254,344182,127.9294889,37.3082307
"Latvia","Riga","Population, all ages, administrative data",981453,966959,951400,940403,934055,931493,929580,927212,927912,926275,923526,24.1056221,56.9676941
"Lithuania","Kaunas","Population, all ages, administrative data",427718,422030,408851,401757,397187,393449,390641,386830,381816,377285,376158,23.9035965,54.8985207
"Lithuania","Vilnius","Population, all ages, administrative data",711569,709630,698714,693893,694231,694057,695277,693432,693254,693421,697873,25.2796514,54.6871555
"Luxembourg","Luxembourg","Population, all ages, administrative data",492020,500560,510304,523278,535428,548031,561269,574520,588895,600199,612052,6.129583,49.815273
"Malta","Malta","Population, all ages, administrative data",377849,380791,381767,384212,389132,395978,405918,416398,425951,440763,457870,14.375416,35.937496
"Mexico","Acapulco de Juarez","Population, all ages, administrative data",775530,789971,788930,787890,786850,785809,784768,783728,782688,781647,780606,-99.8822807,16.8639515
"Mexico","Aguascalientes","Population, all ages, administrative data",782217,797010,812208,827406,842604,857802,873000,888198,903396,918594,933792,-102.2915677,21.8852562
"Mexico","Ahome","Population, all ages, administrative data",507254,513835,518042,522249,526455,530662,534869,539076,543283,547489,551696,-108.9917304,25.7904061
"Mexico","Benito Juarez","Population, all ages, administrative data",643535,661176,688901,716626,744350,772075,799800,827525,855250,882974,910699,-102.552784,23.634501
"Mexico","Cajeme","Population, all ages, administrative data",402608,409310,412027,414745,417462,420180,422897,425614,428332,431049,433767,-109.940064,27.4934041
"Mexico","Campeche","Population, all ages, administrative data",254974,259005,262512,266019,269527,273034,276541,280048,283555,287063,290570,-90.5349087,19.8301251
"Mexico","Carmen","Population, all ages, administrative data",216873,221094,223869,226644,229419,232194,234970,237745,240520,243295,246070,-102.552784,23.634501
"Mexico","Celaya","Population, all ages, administrative data",588778,602045,608758,615471,622184,628897,635610,642324,649037,655750,662463,-100.8112885,20.5279612
"Mexico","Chihuahua","Population, all ages, administrative data",807393,819543,831356,843169,854982,866795,878608,890422,902235,914048,925861,-106.0697945,28.6333754
"Mexico","Chilpancingo de los Bravo","Population, all ages, administrative data",292452,299251,304214,309177,314140,319103,324066,329030,333993,338956,343919,-99.5006322,17.5515346
"Mexico","Coatzacoalcos","Population, all ages, administrative data",330657,336072,336923,337774,338624,339475,340326,341177,342028,342878,343729,-94.4589858,18.1344779
"Mexico","Colima","Population, all ages, administrative data",259967,266860,270855,274850,278845,282840,286835,290830,294825,298820,302815,-103.7240868,19.2452342
"Mexico","Cordoba","Population, all ages, administrative data",317161,321678,323860,326043,328225,330407,332590,334772,336954,339136,341319,-96.9237751,18.8838909
"Mexico","Cuautla","Population, all ages, administrative data",294739,300882,304097,307313,310528,313743,316958,320174,323389,326604,329820,-98.9548261,18.8126047
"Mexico","Cuernavaca","Population, all ages, administrative data",909400,924964,935326,945689,956052,966414,976776,987139,997502,1007864,1018226,-99.2215659,18.9242095
"Mexico","Culiacan","Population, all ages, administrative data",845656,858638,873127,887616,902106,916595,931084,945573,960062,974552,989041,-107.3940117,24.8090649
"Mexico","Durango","Population, all ages, administrative data",571145,582267,592910,603553,614196,624839,635482,646125,656768,667411,678054,-104.6608131,24.0248409
"Mexico","Ensenada","Population, all ages, administrative data",456147,466814,476270,485726,495182,504638,514094,523551,533007,542463,551919,-116.2304616,31.8318543
"Mexico","Guadalajara","Population, all ages, administrative data",4473706,4544695,4621490,4698284,4775079,4851873,4928668,5005463,5082257,5159052,5235846,-103.3473385,20.6751707
"Mexico","Guadalupe","Population, all ages, administrative data",364117,372841,380006,387172,394338,401503,408668,415834,423000,430165,437330,-100.2155063,25.6748291
"Mexico","Hermosillo","Population, all ages, administrative data",767841,784342,799534,814726,829918,845110,860302,875495,890687,905879,921071,-110.9559192,29.0729673
"Mexico","Irapuato","Population, all ages, administrative data",527058,540609,547084,553558,560033,566508,572982,579457,585932,592407,598881,-101.3544964,20.6786652
"Mexico","Juarez","Population, all ages, administrative data",1328372,1332131,1350163,1368195,1386227,1404259,1422290,1440322,1458354,1476386,1494418,-106.4466831,31.7476729
"Mexico","La Paz","Population, all ages, administrative data",245416,251871,255908,259945,263982,268019,272056,276093,280130,284167,288204,-110.3127531,24.1426408
"Mexico","Leon","Population, all ages, administrative data",1404801,1436480,1464954,1493427,1521900,1550374,1578848,1607321,1635794,1664268,1692742,-101.6781837,21.1327508
"Mexico","Los Cabos","Population, all ages, administrative data",223622,238487,249749,261012,272274,283537,294799,306061,317324,328586,339849,-109.9152149,22.8948129
"Mexico","Matamoros","Population, all ages, administrative data",483786,489193,494472,499750,505029,510307,515586,520865,526143,531422,536700,-97.5027376,25.8690294
"Mexico","Mazatlan","Population, all ages, administrative data",431525,438434,444735,451035,457336,463637,469938,476238,482539,488840,495140,-106.4111425,23.2494148
"Mexico","Merida","Population, all ages, administrative data",1310999,1330338,1359272,1388206,1417140,1446074,1475008,1503943,1532877,1561811,1590745,-89.5925857,20.9673702
"Mexico","Mexicali","Population, all ages, administrative data",920653,936826,948123,959419,970716,982012,993309,1004606,1015902,1027199,1038495,-115.4522623,32.6245389
"Mexico","Mexico City","Population, all ages, administrative data",18922046,19069286,19215889,19362492,19509095,19655698,19802302,19948905,20095508,20242111,20388714,-99.133208,19.4326077
"Mexico","Minatitlan","Population, all ages, administrative data",311887,316464,316874,317283,317692,318102,318512,318921,319330,319740,320150,-94.5466067,17.9939225
"Mexico","Monclova","Population, all ages, administrative data",287201,291421,294315,297209,300103,302997,305890,308784,311678,314572,317466,-101.4215236,26.9080378
"Mexico","Monterrey","Population, all ages, administrative data",4063312,4146668,4254536,4362403,4470271,4578139,4686006,4793874,4901742,5009610,5117477,-100.3161126,25.6866142
"Mexico","Morelia","Population, all ages, administrative data",836247,851558,867686,883813,899941,916068,932196,948324,964451,980579,996706,-101.1949825,19.7059504
"Mexico","Nogales","Population, all ages, administrative data",214937,220292,224741,229190,233639,238088,242537,246986,251435,255884,260333,-110.9381047,31.3011855
"Mexico","Nuevo Laredo","Population, all ages, administrative data",378392,384033,388136,392238,396340,400443,404546,408648,412750,416853,420956,-99.549573,27.4779362
"Mexico","Oaxaca de Juarez","Population, all ages, administrative data",746190,760834,774583,788332,802080,815829,829578,843327,857076,870824,884573,-96.7265889,17.0731842
"Mexico","Orizaba","Population, all ages, administrative data",447156,454014,457770,461526,465282,469038,472794,476550,480306,484062,487818,-97.1036396,18.8504744
"Mexico","Pachuca de Soto","Population, all ages, administrative data",530805,546513,562256,577998,593740,609483,625226,640968,656710,672453,688196,-98.7591311,20.1010608
"Mexico","Poza Rica de Hidalgo","Population, all ages, administrative data",483694,490035,490742,491450,492157,492865,493572,494279,494987,495694,496402,-97.4629119,20.5270592
"Mexico","Puebla","Population, all ages, administrative data",2384753,2420852,2462275,2503697,2545120,2586542,2627965,2669388,2710810,2752233,2793655,-98.2062727,19.0414398
"Mexico","Puerto Vallarta","Population, all ages, administrative data",248618,255681,259297,262913,266528,270144,273760,277376,280992,284607,288223,-105.211358,20.6565177
"Mexico","Queretaro","Population, all ages, administrative data",1300933,1335195,1382246,1429298,1476349,1523400,1570452,1617503,1664554,1711605,1758657,-100.3898881,20.5887932
"Mexico","Reynosa","Population, all ages, administrative data",708466,727150,738160,749170,760180,771190,782200,793211,804221,815231,826241,-98.2978951,26.0508406
"Mexico","Salamanca","Population, all ages, administrative data",255310,260732,262000,263269,264538,265806,267074,268343,269612,270880,272148,-101.1957172,20.5739314
"Mexico","Saltillo","Population, all ages, administrative data",709884,725123,740606,756090,771574,787057,802540,818024,833508,848991,864474,-100.973678,25.4383234
"Mexico","San Juan del Rio","Population, all ages, administrative data",235052,241699,247310,252920,258530,264141,269752,275362,280972,286583,292194,-99.9856344,20.3951106
"Mexico","San Luis Potosi","Population, all ages, administrative data",1199448,1219236,1241356,1263476,1285596,1307716,1329836,1351955,1374075,1396195,1418315,-100.9733024,22.1520892
"Mexico","Tampico","Population, all ages, administrative data",752141,762129,769036,775942,782848,789755,796662,803568,810474,817381,824288,-97.861099,22.2331041
"Mexico","Tapachula","Population, all ages, administrative data",312845,320451,323776,327102,330428,333753,337078,340404,343730,347055,350380,-92.2634136,14.9055567
"Mexico","Tehuacan","Population, all ages, administrative data",311130,315010,321349,327687,334026,340364,346703,353042,359380,365719,372057,-97.4003801,18.4665063
"Mexico","Tepic","Population, all ages, administrative data",419340,429351,435531,441711,447892,454072,460252,466432,472612,478793,484973,-104.8945887,21.5041651
"Mexico","Tijuana","Population, all ages, administrative data",1529884,1559683,1595967,1632251,1668535,1704819,1741103,1777387,1813671,1849955,1886239,-117.0382471,32.5149469
"Mexico","Tlaxcala","Population, all ages, administrative data",309434,314199,318401,322604,326806,331008,335210,339413,343615,347817,352020,-98.2374954,19.318154
"Mexico","Toluca","Population, all ages, administrative data",1982113,2030495,2064606,2098716,2132827,2166938,2201048,2235159,2269270,2303381,2337491,-99.6556653,19.2826098
"Mexico","Torreon","Population, all ages, administrative data",1089162,1108657,1123482,1138308,1153133,1167959,1182784,1197609,1212435,1227260,1242086,-103.4067861,25.5428443
"Mexico","Tulancingo de Bravo","Population, all ages, administrative data",232605,239579,242456,245333,248211,251088,253965,256842,259719,262597,265474,-98.3690922,20.0904802
"Mexico","Tuxtla Gutierrez","Population, all ages, administrative data",543363,553374,558451,563529,568606,573683,578760,583838,588915,593992,599070,-93.1029939,16.7516009
"Mexico","Uruapan","Population, all ages, administrative data",308126,315350,319494,323637,327781,331924,336068,340212,344355,348499,352642,-102.0430476,19.4064492
"Mexico","Veracruz","Population, all ages, administrative data",802508,814877,824935,834992,845050,855107,865165,875223,885280,895338,905395,-96.1342241,19.173773
"Mexico","Victoria","Population, all ages, administrative data",316171,321953,324726,327500,330274,333047,335820,338594,341368,344141,346914,-99.1411154,23.7369164
"Mexico","Villahermosa","Population, all ages, administrative data",850376,875172,883939,892706,901473,910240,919006,927773,936540,945307,954074,-92.9475061,17.989456
"Mexico","Xalapa","Population, all ages, administrative data",719847,735357,743486,751615,759744,767873,776002,784132,792261,800390,808519,-96.9101806,19.5437751
"Mexico","Zamora","Population, all ages, administrative data",246246,250113,252466,254819,257171,259524,261877,264230,266583,268935,271288,-102.2834075,19.9901766
"Netherlands","'s-Gravenhage","Population, all ages, administrative data",1007346,1016899,1026253,1038307,1044844,1051758,1061832,1070067,1079808,1092983,1103137,4.3006999,52.0704978
"Netherlands","'s-Hertogenbosch","Population, all ages, administrative data",267398,268712,269779,270546,271127,271510,272335,273168,274649,276231,277972,5.3036748,51.6978162
"Netherlands","Alkmaar","Population, all ages, administrative data",278157,279331,280378,281312,281485,282084,289272,290453,292545,294264,295952,4.7533754,52.6323813
"Netherlands","Amsterdam","Population, all ages, administrative data",2648655,2671207,2695244,2715007,2731532,2749497,2766624,2790554,2816194,2839300,2863297,4.9041389,52.3675734
"Netherlands","Apeldoorn","Population, all ages, administrative data",229612,230729,231326,232228,233074,233686,234878,236209,238048,239859,241652,5.9699231,52.211157
"Netherlands","Arnhem","Population, all ages, administrative data",410311,412653,414751,416291,417656,419085,421108,423117,425840,428623,430508,5.8987296,51.9851034
"Netherlands","Breda","Population, all ages, administrative data",358853,360137,361337,362701,363709,364870,365949,366924,368530,370641,372337,4.768323,51.5719149
"Netherlands","Eindhoven","Population, all ages, administrative data",720275,722666,726294,729757,732354,735604,739730,743753,748813,753782,760059,5.4622897,51.4231423
"Netherlands","Enschede","Population, all ages, administrative data",397006,398373,399616,400388,400478,400233,399999,400349,400787,401195,402112,6.8936619,52.2215372
"Netherlands","Groningen","Population, all ages, administrative data",527185,529970,532867,535246,536691,538299,539452,539581,541239,540906,541745,6.5665018,53.2193835
"Netherlands","Heerlen","Population, all ages, administrative data",256949,256485,256286,256244,255690,254953,254060,253563,253216,252789,252089,5.98035,50.8859774
"Netherlands","Leiden","Population, all ages, administrative data",331882,333502,335563,337122,338953,340395,342047,344451,347148,349917,352027,4.4970097,52.1601144
"Netherlands","Nijmegen","Population, all ages, administrative data",312715,314469,316021,317164,318165,319205,320689,322148,324199,326260,327695,5.8372264,51.8125626
"Netherlands","Rotterdam","Population, all ages, administrative data",1741365,1768097,1778463,1787768,1790523,1794385,1785643,1794977,1806931,1817846,1829872,4.4777325,51.9244201
"Netherlands","Tilburg","Population, all ages, administrative data",304536,305716,306862,308079,309199,310635,311590,313230,314933,317239,319705,5.056375,51.5852528
"Netherlands","Utrecht","Population, all ages, administrative data",815438,822046,827232,832741,838140,843640,850140,856763,864037,871342,879108,5.1214201,52.0907374
"Netherlands","Zwolle","Population, all ages, administrative data",337643,339612,341281,342923,344296,345079,346147,348437,350483,352861,355451,6.0830219,52.5167747
